sample_id,Ix(U2:pha)_rms,Ix(U2:pha)_pk2pk,Ix(U2:pha)_std,Ix(U2:pha)_kurtosis,Ix(U2:pha)_crest,Ix(U2:phb)_rms,Ix(U2:phb)_pk2pk,Ix(U2:phb)_std,Ix(U2:phb)_kurtosis,Ix(U2:phb)_crest,Ix(U2:phc)_rms,Ix(U2:phc)_pk2pk,Ix(U2:phc)_std,Ix(U2:phc)_kurtosis,Ix(U2:phc)_crest,V(ea)_rms,V(ea)_pk2pk,V(ea)_std,V(ea)_thd,V(eb)_rms,V(eb)_pk2pk,V(eb)_std,V(eb)_thd,V(ec)_rms,V(ec)_pk2pk,V(ec)_std,V(ec)_thd,rpm_mean,rpm_std,temp,label
BLDCM test@100_0.085.txt_43ms,7.4686081814267595,21.842945522033535,7.464347752469088,-1.3574791993308373,1.4623762766802255,7.496064248685659,21.835537245653306,7.484902210176993,-1.3646783678381713,1.4570199856882704,7.664798172269919,21.835616275678827,7.636229515244745,-1.4159326901327272,1.4248294413290403,3.0169195426893562,6.897755379735611,3.0162156915309315,12.300932568811062,3.0243633161469696,6.897757130245155,3.018296656479282,7.934894517755511,3.058086971721938,6.897753862376381,3.047176210801784,6.445089707264316,3717.5854644904584,5.646776645415639,100,Healthy
BLDCM test@100_0.085.txt_44ms,7.6291414517418605,21.83552724565331,7.605930016442243,-1.4027397447901027,1.4316047871736182,7.469235653691779,21.844734950917818,7.468291754080644,-1.3601586469796951,1.4623744694921654,7.533524684042879,21.83732192282185,7.5184763590062555,-1.3804227175732793,1.4498949674533663,3.044141463517297,6.897744014064301,3.0348073126854276,6.829333172199102,3.016918104385062,6.897757130245155,3.0168973831573633,13.572206352206994,3.037926403952352,6.897754084856127,3.029441551894812,7.071155055509446,3717.5808777911243,5.649986791064932,100,Healthy
BLDCM test@100_0.085.txt_45ms,7.58129567320822,21.82896027607653,7.561183796751836,-1.396419105156839,1.440639686819713,7.582386012771341,21.844734950917818,7.564526711903249,-1.3870017792558271,1.440551761435214,7.469475475982812,21.83732192282185,7.469408001262913,-1.35990108816355,1.4623275170660213,3.052755035051767,6.897744014064301,3.0423973387029486,6.57133438657819,3.029387129638503,6.897757130245155,3.0222840375886513,7.526658129382304,3.0168928380092956,6.897754084856127,3.016588394922475,12.990465505931779,3717.582775659022,5.6482639155068,100,Healthy
BLDCM test@100_0.085.txt_46ms,7.470277794608658,21.822461809839822,7.467740463366116,-1.3575948552705093,1.4611795248068749,7.636903975515772,21.837311922821854,7.610547551070914,-1.4110415752468703,1.430268019815162,7.526994381427107,21.83732192282185,7.514167366993703,-1.3701681128212733,1.451152873653206,3.01687922544236,6.897752374159555,3.01532112257722,11.11287133067877,3.063864628050389,6.897753862376381,3.0524174043785974,6.328324838124838,3.0189258953657947,6.897754084856127,3.0143953134733055,8.690634611576247,3717.589317893716,5.647495485461609,100,Healthy
BLDCM test@100_0.085.txt_47ms,7.470126518254312,21.83912516215841,7.461928497274629,-1.3546587335913638,1.462319035342059,7.473133053601662,21.830784320417596,7.464703675388826,-1.3542870391952921,1.4616118096967712,7.6840806014114245,21.84652773063626,7.651696780924108,-1.4227689883444925,1.421602501417059,3.0169267673038465,6.897756131441229,3.014807539854345,10.503407854086692,3.0174075990324023,6.897743317909959,3.0136414512535707,9.161361832261802,3.065781475404987,6.897752374159555,3.054180583926666,6.295382732060468,3717.5958209289083,5.655159357343946,100,Healthy
BLDCM test@100_0.085.txt_48ms,7.661626737603418,21.83912516215841,7.633426334235039,-1.4143080080992976,1.4257687796826488,7.46729229956437,21.830784320417596,7.463520336271637,-1.3582726152800548,1.4627550507453286,7.500655814417078,21.84652773063626,7.488919194048413,-1.366486327434445,1.4563670796705832,3.0567879938640083,6.897756131441229,3.046013988040988,6.473286864962785,3.0169187231023797,6.897743317909959,3.0163430957564867,12.506758798047038,3.025614596006584,6.897752374159555,3.01925639547279,7.81836250065842,3717.5847997902947,5.647566885048658,100,Healthy
BLDCM test@100_0.085.txt_49ms,7.539563802814934,21.84831192836799,7.523828586868534,-1.3822552722852872,1.4489702600875205,7.624596734429306,21.840910624298225,7.601710955426406,-1.4008700499010895,1.432810692135432,7.469188444772793,21.83912516215841,7.468471865491784,-1.3604560215908823,1.462502691534257,3.0396574088054993,6.89775244604691,3.030924227293186,7.0026336005002365,3.042502940505585,6.89775244604691,3.033387056329129,6.888491757827812,3.016938285851464,6.89774423138379,3.016934243797081,13.597144003078816,3717.581001492801,5.650489489530334,100,Healthy
BLDCM test@100_0.085.txt_50ms,7.470508953864603,21.84831192836799,7.470358959513816,-1.3596747851297908,1.4623640493275567,7.587955157259175,21.840910624298225,7.567076803167268,-1.398073631513276,1.4397296106659199,7.577509972592701,21.832573167895,7.559977426656569,-1.3849730203095887,1.4415960181599277,3.0169709555308897,6.89775244604691,3.0165721143954647,12.807608939884592,3.05436963829896,6.897758956746453,3.0438416512402764,6.534703650670533,3.0279637412228233,6.897749429827046,3.021135861576775,7.630724396950321,3717.583428404435,5.64817996108356,100,Healthy
BLDCM test@100_0.085.txt_51ms,7.521820505187801,21.84831192836799,7.5093229900046,-1.3680781338546992,1.45238825052745,7.471328386985138,21.840910624298225,7.468370750964318,-1.356989464394449,1.4622036615793235,7.643926010819234,21.832573167895,7.616780746289926,-1.4127060766215167,1.4290703741238904,3.0182889048312807,6.89775244604691,3.014044798116085,8.86293789917608,3.0169915877010873,6.897758956746453,3.0152298939004054,10.87510660579773,3.0647320181153805,6.897751634617872,3.0532117691082754,6.31467564551176,3717.590214334404,5.648201942637134,100,Healthy
BLDCM test@100_0.085.txt_52ms,7.683246622569786,21.840910624298225,7.651128912398935,-1.4226530276541762,1.4218733643431192,7.468492706019979,21.85009817392007,7.460758295494253,-1.3540440829154148,1.462878104011853,7.474912212806178,21.84269798577877,7.466142305663244,-1.3547095415772077,1.4616217740846604,3.0651300143566576,6.897749323960002,3.0535771361433204,6.3062888546723235,3.0169256009341705,6.897751634617872,3.015024271012456,10.737187741323545,3.0179162673311954,6.897758711194457,3.0138617304251327,8.973238998514658,3717.594643748605,5.653198038727724,100,Healthy
BLDCM test@100_0.085.txt_53ms,7.5031293446130585,21.834369355698712,7.491160674596486,-1.3683076231381877,1.4560063171714652,7.6577701856770695,21.85009817392007,7.630439620515975,-1.4132029026511008,1.4267200744733335,7.467735827037732,21.84269798577877,7.464412372056443,-1.3586142342833694,1.463026371400545,3.0269764351631037,6.897749323960002,3.02033227805577,7.7013739501454825,3.0552523194012533,6.897751634617872,3.044631678944629,6.5085731322003815,3.0169026665555783,6.897758711194457,3.016437628817183,12.705063855661882,3717.5837721038406,5.647490793249713,100,Healthy
BLDCM test@100_0.085.txt_54ms,7.46858248496814,21.82787100359274,7.468097870723839,-1.3605876999797666,1.4618711641974735,7.543643862876904,21.84269798577877,7.527494407256753,-1.384215701912758,1.448304645368323,7.61889974436373,21.84269798577877,7.596911219404509,-1.399248091783197,1.4339989783552758,3.0168743428183156,6.897749323960002,3.016874152024578,13.608496806114847,3.0413006557316757,6.897751634617872,3.032335495558,6.931921823936397,3.0407006610647103,6.897758711194457,3.0318236809589556,6.955187415335969,3717.5807992612467,5.650106196086408,100,Healthy
BLDCM test@100_0.085.txt_55ms,7.570030869586115,21.844486904635005,7.553345698685043,-1.3831544470643533,1.4433734446616806,7.469854600644201,21.836186998293613,7.469539246302914,-1.3596094554091318,1.4626113938906717,7.593484573275139,21.851875982038628,7.571988228877732,-1.3997489512199603,1.4389153526280387,3.026467476477968,6.8977605030543625,3.0199311951690264,7.742503337704209,3.016872316036244,6.897754599970462,3.016369038502194,12.627089831268579,3.0557874620818337,6.897749323960002,3.0451123802680504,6.4966378762435335,3717.58389384404,5.647642893781344,100,Healthy
BLDCM test@100_0.085.txt_56ms,7.650014759347141,21.844486904635005,7.622007770473995,-1.4141423267595992,1.4282824120148803,7.513280866234735,21.836186998293613,7.5014835265592685,-1.3664879577432558,1.45415759694395,7.4707579168426195,21.851875982038628,7.467119556001707,-1.3567355568175608,1.4625532849614282,3.0653595560736786,6.8977605030543625,3.053792920249792,6.302042824438723,3.0176593339736675,6.897754599970462,3.013708858348524,9.041549618951002,3.016881336195619,6.897748879340873,3.0149030836680706,10.649916592860297,3717.591248535023,5.649020254084765,100,Healthy
BLDCM test@100_0.085.txt_57ms,7.4783550080559715,21.853652189461876,7.468993065730162,-1.3555945514330632,1.4611864033281154,7.68248422770117,21.84626974296667,7.650437645776783,-1.4220081337228168,1.4223616128792071,7.4665519113885574,21.844479284386587,7.459392381203238,-1.3543582030687367,1.4633771601807273,3.0185083558451278,6.897754599970462,3.014159848678878,8.803050908744568,3.0644997689916167,6.897754599970462,3.0530021353694083,6.316621229079705,3.0169444720114864,6.8977452711588505,3.0152592459838328,10.967210556412198,3717.593490192919,5.65153738894568,100,Healthy
BLDCM test@100_0.085.txt_58ms,7.468537904507141,21.853652189461876,7.46558518624031,-1.358919905634042,1.4631070762106833,7.508161349006134,21.84626974296667,7.4956576405070825,-1.3699600958045748,1.4553856995199717,7.6546352385545555,21.837946204551145,7.627570357561523,-1.4116187069409487,1.4274202743713005,3.016958850377856,6.897749590783075,3.016596560135097,12.87703695311787,3.028500378212903,6.897762564352757,3.0215685607233067,7.5970858118963775,3.053830131002858,6.897755477597249,3.043362752099903,6.544741360017025,3717.583158485029,5.648293447241545,100,Healthy
BLDCM test@100_0.085.txt_59ms,7.615278186833736,21.853652189461876,7.59361725564638,-1.3973239112322928,1.4349141802757204,7.469854816268803,21.84626974296667,7.469513386282665,-1.3603414509466931,1.4628491350639508,7.549337813026656,21.837946204551145,7.532592111371602,-1.386001979651485,1.4473297927635322,3.0390398754129193,6.897749590783075,3.030394654971627,7.025374136467016,3.0169856544924025,6.897762564352757,3.016976986600222,13.577970143668546,3.0431067853464544,6.897755477597249,3.0339087261155435,6.869689319441071,3717.58095187338,5.650223812862962,100,Healthy
BLDCM test@100_0.085.txt_60ms,7.600170197632221,21.84625974296667,7.578071420305023,-1.401556793596099,1.437766572706019,7.565605707842917,21.85543298502251,7.549301172754334,-1.3811030229706431,1.444453061657929,7.470913539879548,21.84804837412589,7.470455474690913,-1.3590347054351715,1.4627600003200951,3.057279874964745,6.897752863131388,3.0464520516785334,6.463240410798612,3.0251616370669185,6.897755477597249,3.0189063907773246,7.862208287987538,3.016989054313175,6.89775933594213,3.016368947613838,12.422177510847025,3717.5845278043867,5.64723166786279,100,Healthy
BLDCM test@100_0.085.txt_61ms,7.471749448854493,21.839755743386533,7.467626904943632,-1.3561556442326614,1.462478196282048,7.657869771784454,21.85543298502251,7.629241170085107,-1.4156639735209744,1.4270499046948275,7.507693216958796,21.84804837412589,7.49630418748061,-1.3643520977926364,1.4555940388321258,3.0169628648289875,6.897753058270572,3.014759564085887,10.419006157237556,3.0659787789001096,6.897746281428306,3.054359312470134,6.2917378564556605,3.0173286196750917,6.89775933594213,3.01366127585945,9.235612640051475,3717.5920911681214,5.649743730169354,100,Healthy
BLDCM test@100_0.085.txt_62ms,7.466252734112959,21.83327737799823,7.459667389565732,-1.3551111289187072,1.462687198056826,7.47991768728342,21.848057210130687,7.470362912474546,-1.3572421122259228,1.4610003458419514,7.6794130314647004,21.84804837412589,7.64821956269028,-1.4212405836157405,1.4230454133942154,3.0168989896165095,6.897753058270572,3.015408869747058,11.202263236999276,3.019170705495821,6.897746281428306,3.0145307867669207,8.631808777494298,3.063572385831723,6.89775933594213,3.0521539767339796,6.333006774868399,3717.5916320959504,5.649262225559343,100,Healthy
BLDCM test@100_0.085.txt_63ms,7.649526416210847,21.83327737799823,7.623387885499493,-1.4101436020785498,1.4276429281295766,7.467843799888221,21.84154032765263,7.465368415745333,-1.359473972377064,1.4633624672430854,7.511791352291093,21.846853746508184,7.49891938595738,-1.37177595254037,1.4547999244750758,3.05221776323037,6.897756702713517,3.041928891125969,6.586018890381839,3.0168750554541224,6.897756702713517,3.016600218893602,13.046271575534186,3.0299406390447854,6.897752863131388,3.022735862236169,7.491620607898217,3717.5825251652336,5.648644126519788,100,Healthy
BLDCM test@100_0.085.txt_64ms,7.554257894130363,21.8424664126008,7.5369357596375615,-1.3877134450369515,1.4457640014438893,7.6082648266403075,21.84154032765263,7.587475106827317,-1.3957487117124945,1.4363540934754913,7.46943927371468,21.846853746508184,7.469266647698501,-1.3604661502274251,1.463048709752861,3.044781723080285,6.897756702713517,3.035372276713355,6.808296784821976,3.037265387468913,6.897757832241058,3.028872705838473,7.099380683847168,3.016874337066853,6.897744368148491,3.0168449018564285,13.543089298367857,3717.5811971209623,5.650080998198974,100,Healthy
BLDCM test@100_0.085.txt_65ms,7.470145164353048,21.8424664126008,7.469410103297403,-1.3589097241558294,1.4620430902834902,7.605375340551704,21.835059902700962,7.582453970349829,-1.4032786964797088,1.4360477180928275,7.557990229476201,21.839492546166376,7.542397888891946,-1.3795900590127064,1.4449333698597087,3.0168909727534596,6.897756702713517,3.016138963710633,12.222400825027693,3.0585652451182996,6.897757832241058,3.047611222689095,6.433087668230508,3.023790449042904,6.897744368148491,3.017829027736408,7.983159269045875,3717.5853524376316,5.647298944153116,100,Healthy
BLDCM test@100_0.085.txt_66ms,7.500446068936543,21.835059511763454,7.4896028083256665,-1.3625745067555415,1.4561366111529872,7.470493203365334,21.835059902700962,7.46557727748529,-1.3559327382196005,1.461976017610015,7.663943106803399,21.832978817883458,7.634236307563857,-1.4174000374612503,1.4246844088429986,3.017007865255216,6.897739782647852,3.013627195706213,9.427878164157239,3.0169289559661494,6.897754891962046,3.0144800590341965,10.196653730988428,3.066310852424604,6.897754891962046,3.0546646599968366,6.286303595041699,3717.5934347128314,5.651446236043273,100,Healthy
BLDCM test@100_0.085.txt_67ms,7.677887099060168,21.82850719395181,7.646883567104002,-1.420039571284828,1.4224843345630724,7.467530924919565,21.844245992749453,7.461352465721792,-1.3554511170028263,1.462674101992871,7.483485130153342,21.836852653071603,7.4735448009449525,-1.3586416902010032,1.4595571314360194,3.0626878577775556,6.897739782647852,3.051345317449149,6.350855451631443,3.016993216121919,6.897754891962046,3.015691699324905,11.426728035867523,3.0201036263275634,6.89775591365218,3.015166133530161,8.476561334340326,3717.590319548468,5.648136597818824,100,Healthy
